Dimension: 25

Sample seed: 0

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 25
Sf-sfd,1.563041483379477,1.0191126195803806,1.4962885743561767,1546.2626844645674,168.17875742912292
SF-SFD average,1.6332705701207655,0.9709129931979034,1.3410246638592365,1636.3228160266558,
LHS,2.322876534481683,1.0966503372151402,1.494628191594157,2253.1980415669022,
Sobol,4.477601097564865,1.082982715697716,1.9239319053270885,4350.966687269746,
Random best,2.1515842272105985,1.1155064619568376,1.604390091262364,2076.044561174619,
Random average,2.5799764719244456,1.1255565490155346,1.5714554149217923,2482.8841427654133,

Sample size: 200


The dimension of the input space is: 25
Sf-sfd,0.9259298329451395,1.0444937513694412,2.5971850495245885,1285.3845571165768,313.9687430858612
SF-SFD average,0.9656453773033049,0.9514687526609211,2.5330765659564194,1372.423126676744,
LHS,1.1846173797650135,1.1264444127469204,2.737825507172734,1609.7808127862318,
Sobol,1.5756947512592845,1.082982715697716,3.3842006976787613,2161.252495437795,
Random best,1.1696402545310463,1.1130550026213633,2.738022368896862,1594.9214984762016,
Random average,1.282361386474963,1.0494787079378283,2.7949854975391752,1776.9034517694317,

Sample size: 300


The dimension of the input space is: 25
Sf-sfd,0.7135710341547838,1.05188362092561,3.568234084048536,1209.857360210057,513.2759211063385
SF-SFD average,0.7277485345406496,0.9586106643050136,3.4930956308087677,1263.2030580831574,
LHS,0.7540962702218312,1.005520262168422,3.5905872443558615,1293.5148577352143,
Sobol,0.8857802362613008,1.082982715697716,4.397848676355794,1487.1291649464479,
Random best,0.7749010020797202,1.0096270592520247,3.7358561807340274,1327.3858187092808,
Random average,0.8541062774239202,1.0206375304388018,3.7179983949278568,1458.9056497932895,

Sample size: 400


The dimension of the input space is: 25
Sf-sfd,0.5322098852582693,0.9981601165242467,4.356792346414931,1055.6301945949313,829.6063008308411
SF-SFD average,0.5560970505931352,0.9508324444702079,4.318436796082582,1116.191212317905,
LHS,0.5800444645684424,0.9421048464639713,4.456764681554026,1166.3896580533924,
Sobol,0.6033066477647218,1.082982715697716,5.380177711712297,1168.8670489421609,
Random best,0.5969365890161358,1.0571523592632814,4.4849732325088665,1166.2590431894207,
Random average,0.640889141085391,0.9877812608123747,4.489227195324833,1274.0788804922872,

Sample size: 500


The dimension of the input space is: 25
Sf-sfd,0.43979326316188505,0.9716922303881234,5.0831924613014925,981.3616529088417,977.6839442253113
SF-SFD average,0.4619464179340973,0.9287339100119837,4.970413497097418,1041.9942647342182,
LHS,0.452287487904818,0.8442490637723971,5.324824495056713,1040.716564129328,
Sobol,0.4514388018751747,1.0089190418743421,6.134293322403593,996.1446887829223,
Random best,0.4797119862071142,0.9678592476518351,5.036302947455881,1071.5461540123558,
Random average,0.5113017608355972,0.9636201720138284,5.157523015617512,1142.9812986670786,
