Dimension: 5

Sample seed: 10

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 5
Sf-sfd,0.00910326141379647,0.1478063419124963,2.3040878319586633,0.9066988881975429,33.409433126449585
SF-SFD average,0.014362293786630434,0.12716012799887924,2.486228316683534,1.4395922525538427,
LHS,0.0046814202005212024,0.19687300192149285,2.4178662667424784,0.45423468179783044,
Sobol,0.0017136747534114427,0.20085875206535064,2.804264684766014,0.16460393682354937,
Random best,0.009035277611772363,0.11327338984965424,2.4989366379835976,0.9110722199031944,
Random average,0.01621230045880133,0.11855517336032205,2.48753094496905,1.6321156025752888,

Sample size: 200


The dimension of the input space is: 5
Sf-sfd,0.0031933847265595006,0.07844152965129425,3.8659196498591073,0.4605691655200047,65.16170382499695
SF-SFD average,0.00708612300825378,0.09399342653989436,3.713232131015834,1.016779518501604,
LHS,0.0016807114522052746,0.06348047173544871,3.8626344615159933,0.24409514354740824,
Sobol,0.0006098875183773167,0.1797299542238647,4.016895690759145,0.08364299975304491,
Random best,0.004398967583308044,0.06948001614053588,3.6818729408038817,0.6388347989179282,
Random average,0.007744284385140228,0.09331192888258644,3.695476425830689,1.1122099498689344,

Sample size: 300


The dimension of the input space is: 5
Sf-sfd,0.003001883484797352,0.09710998138687998,4.554357903063456,0.5268233950083934,99.79080438613892
SF-SFD average,0.0049350313904105506,0.07710751731505633,4.644207709040081,0.8732051735887215,
LHS,0.001421857270288207,0.07036729288979177,4.47035560687321,0.2529110544709249,
Sobol,0.00028543108358913827,0.14101778911081794,4.934870628721834,0.048836649547471155,
Random best,0.0025138836368490125,0.08612438755311913,4.606768235981198,0.44316320655955843,
Random average,0.005274406760733879,0.08107129055984098,4.626252565978671,0.9320919920266989,

Sample size: 400


The dimension of the input space is: 5
Sf-sfd,0.0020194110177376157,0.0850326775513404,5.520373144409704,0.4104029069509513,131.746084690094
SF-SFD average,0.003580239797669986,0.06929760950870786,5.422965118250129,0.7339428547403335,
LHS,0.0009450051775876656,0.056781604074156604,5.575233699801126,0.1944618485905425,
Sobol,0.00016317544690203079,0.10635119835985923,5.744176664378697,0.03275554688059073,
Random best,0.0019227200560811841,0.06388419093619598,5.484796230061173,0.39474287443185785,
Random average,0.003833829244308007,0.07164106750368444,5.399255800035687,0.7852384103271909,

Sample size: 500


The dimension of the input space is: 5
Sf-sfd,0.0015004081976395245,0.06691863498473101,6.108924691401519,0.34399423506291416,185.80492639541626
SF-SFD average,0.002706115630909629,0.06514933117477449,6.101507697261085,0.6209686433025255,
LHS,0.0011367639288135667,0.06863796551339568,5.806755574018851,0.26116049269663094,
Sobol,9.76033240345231e-05,0.10635119835985923,6.429522869361542,0.021903797521103177,
Random best,0.0016629751539873894,0.07269926857762055,6.176991611853961,0.3800045638116375,
Random average,0.0031826356906983267,0.06575822040921714,6.089386366506431,0.7301854700002139,
