Dimension: 10

Sample seed: 3

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 10
Sf-sfd,0.045704112051143664,0.43781953721375994,2.1873332838295223,12.179529512552627,58.39618277549744
SF-SFD average,0.0660285390340256,0.4046842283845364,2.1267731882819456,17.83002769720776,
LHS,0.038934465748304614,0.326618707894255,2.031142480507065,10.816238621018417,
Sobol,0.02399215777984809,0.5112265046557152,2.6690477109637207,6.190680481952726,
Random best,0.05495783483765093,0.4903063415041551,2.2826360875069054,14.3493804147373,
Random average,0.0713242412457124,0.41737947686399834,2.180044560142855,19.14719619356694,

Sample size: 200


The dimension of the input space is: 10
Sf-sfd,0.024001603935480453,0.4144949136531631,3.261346065823241,9.11181752093035,109.83271813392639
SF-SFD average,0.03354043619332407,0.34749735269126264,3.2912264504167332,13.040047100933268,
LHS,0.01806238024185669,0.3615995723979985,3.4663586133913324,6.978717401511892,
Sobol,0.009976676208006463,0.3443265761099846,3.9288469801760257,3.8654349180136167,
Random best,0.026433027386229657,0.38840059327225623,3.4201609466658844,10.11851929065424,
Random average,0.03580180096516414,0.3593528727805817,3.38803508241077,13.86433013620986,

Sample size: 300


The dimension of the input space is: 10
Sf-sfd,0.016326005391117615,0.26834540024779185,4.3366096402743,7.9784195112685445,173.24085354804993
SF-SFD average,0.023114597510939295,0.31537246580332734,4.317550263976704,11.111692587911495,
LHS,0.011508516386617984,0.3745877214195296,4.355047377527327,5.417076377193667,
Sobol,0.0057707200335297415,0.3443265761099846,4.865532266044492,2.7374715421183766,
Random best,0.01891552504237559,0.42330783550115497,4.430000802839163,8.744076945761876,
Random average,0.02404083869251174,0.32183850881874243,4.303900323495657,11.540389931078982,

Sample size: 400


The dimension of the input space is: 10
Sf-sfd,0.012026932404719748,0.33299576541829295,5.089002913798808,6.632349955944446,264.0193648338318
SF-SFD average,0.0167966458429716,0.29852993793963495,5.013403767551633,9.384291785809006,
LHS,0.009814651280336761,0.3441971812051851,5.073964854144584,5.39135729505434,
Sobol,0.0036581394522379185,0.3443265761099846,5.664594899508441,2.0032983682068672,
Random best,0.013860037839337647,0.32642722313413064,4.9630726665017635,7.665925329614419,
Random average,0.017821817903220065,0.3031131217924991,5.082017872231337,9.932963083365435,

Sample size: 500


The dimension of the input space is: 10
Sf-sfd,0.010771333385706683,0.29552421144049984,5.576388400289248,6.732508057453756,342.44707894325256
SF-SFD average,0.013540680282360036,0.29427733536040107,5.735492825594976,8.460310312536915,
LHS,0.007106838325842801,0.23329243348059905,5.979564441164931,4.530090287327684,
Sobol,0.00254276000924758,0.3443265761099846,6.35776326223809,1.5566704365047768,
Random best,0.010707514409145524,0.27480939598361565,5.812666661326353,6.733673579436885,
Random average,0.014475190849286688,0.28578429229473346,5.761507333294267,9.071945505253023,
