Dimension: 10

Sample seed: 2

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 10
Sf-sfd,0.05139839261232426,0.48560808845818654,2.209685029572473,13.453650591631629,55.227118730545044
SF-SFD average,0.06704402996872845,0.4025360658085183,2.1657272180724156,18.10642709070714,
LHS,0.03702835975594132,0.4282294392159805,2.1108557648137167,9.910034728660692,
Sobol,0.02399215777984809,0.5112265046557152,2.6690477109637207,6.190680481952726,
Random best,0.04769512655389496,0.372733696341423,2.211044808941577,13.010590917096122,
Random average,0.07144862209421356,0.4073288421178092,2.174224072947842,19.26139395889055,

Sample size: 200


The dimension of the input space is: 10
Sf-sfd,0.025898060523000144,0.3541647439377983,3.431461480740206,10.035270699296971,125.92195963859558
SF-SFD average,0.03342301882137319,0.3541792076595298,3.387036527652865,12.95431934627185,
LHS,0.019445884518075385,0.34716117119288475,3.1716668937497876,7.568123962086433,
Sobol,0.009976676208006463,0.3443265761099846,3.9288469801760257,3.8654349180136167,
Random best,0.02735792611306609,0.38064794172585875,3.5310304627600244,10.493401436011492,
Random average,0.035259871176779,0.3537128240003007,3.3925840509736758,13.664735282023496,

Sample size: 300


The dimension of the input space is: 10
Sf-sfd,0.01626865547333045,0.28364197885502357,4.28772496059256,7.910658575714995,188.36090230941772
SF-SFD average,0.022475210936149098,0.3204658407650915,4.270263564685728,10.788852084680533,
LHS,0.012553648151458763,0.21787377971383473,4.353363070634264,6.241267785246819,
Sobol,0.0057707200335297415,0.3443265761099846,4.865532266044492,2.7374715421183766,
Random best,0.017325412932618356,0.3805411342044668,4.27168383829732,8.141700125179252,
Random average,0.023591570113214194,0.32132076830107464,4.324991550322718,11.31997830227981,

Sample size: 400


The dimension of the input space is: 10
Sf-sfd,0.013608658482908709,0.33620013156757633,5.185180558530847,7.492407284874934,241.88207125663757
SF-SFD average,0.017105486228049575,0.30441134517872304,5.05412576397435,9.529291489687596,
LHS,0.008791107014384458,0.362384105446846,5.1252540863335065,4.796678929740045,
Sobol,0.0036581394522379185,0.3443265761099846,5.664594899508441,2.0032983682068672,
Random best,0.013376939515471697,0.31135126889796705,5.084976326943665,7.433409916191942,
Random average,0.018050568855720667,0.30356876617501916,5.084343434954487,10.058297643717406,

Sample size: 500


The dimension of the input space is: 10
Sf-sfd,0.01108562247193623,0.3581873524237023,5.648861263147933,6.775241315347742,313.2643949985504
SF-SFD average,0.013581274234710974,0.2938302198200166,5.713030742036734,8.490174844045134,
LHS,0.007434720137601936,0.27159033666549903,5.875500112842644,4.679361569977798,
Sobol,0.00254276000924758,0.3443265761099846,6.35776326223809,1.5566704365047768,
Random best,0.010088278181382027,0.2949241372513696,5.907984383311152,6.297299553080467,
Random average,0.014485296809834783,0.28918683220090474,5.778544655858832,9.063208680903237,
