Dimension: 5

Sample seed: 8

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 5
Sf-sfd,0.007560694610143637,0.13737628462195406,2.581772954194046,0.7524118932809316,32.263500452041626
SF-SFD average,0.014362773689643579,0.12943827915821704,2.5376818010290836,1.436477456176142,
LHS,0.004784215330908337,0.1306646070394385,2.492393870092818,0.47853001071653206,
Sobol,0.0017136747534114427,0.20085875206535064,2.804264684766014,0.16460393682354937,
Random best,0.008149458142405086,0.13095282527351745,2.56437506544582,0.8137841318419657,
Random average,0.015643584234500137,0.1269204440344006,2.50767423808602,1.566617134645685,

Sample size: 200


The dimension of the input space is: 5
Sf-sfd,0.004064117275603962,0.04422187102017561,3.6133032841880137,0.597698022195312,63.48561096191406
SF-SFD average,0.007089553316636549,0.09254207828396029,3.7024360708713937,1.0186746236142665,
LHS,0.0022291148330395583,0.10668065922279577,3.783050147080638,0.3176819487766902,
Sobol,0.0006098875183773167,0.1797299542238647,4.016895690759145,0.08364299975304491,
Random best,0.004474239074049979,0.13713922768245235,3.612099111595956,0.6301300709503055,
Random average,0.007656457999910597,0.09418842702832926,3.7118162754308615,1.0988361234681863,

Sample size: 300


The dimension of the input space is: 5
Sf-sfd,0.0030786725722329322,0.1014804865663235,4.66755497782052,0.5384518126520533,110.01988935470581
SF-SFD average,0.0047651652366152335,0.0775195162837694,4.611059753476251,0.843636077712122,
LHS,0.0013780707857191654,0.07466186195264332,4.706991333252163,0.24393167661501042,
Sobol,0.00028543108358913827,0.14101778911081794,4.934870628721834,0.048836649547471155,
Random best,0.002756909890317738,0.08161365596015911,4.6758306707664365,0.486614869347767,
Random average,0.004867966334767468,0.07736414015263074,4.630697049433324,0.8615158447984315,

Sample size: 400


The dimension of the input space is: 5
Sf-sfd,0.001932507264638783,0.09062262999172777,5.463856743238407,0.39195523718394565,144.26142168045044
SF-SFD average,0.0034270268323257675,0.07739011797813092,5.415568602700936,0.699730963013519,
LHS,0.0011530961581769361,0.08566799024369791,5.284382001507351,0.2348585478460966,
Sobol,0.00016317544690203079,0.10635119835985923,5.744176664378697,0.03275554688059073,
Random best,0.0019518063533026098,0.06108947080658173,5.4740288033056475,0.4012756852784948,
Random average,0.0038518658091003678,0.07319622456438186,5.397903791643643,0.7883966512708125,

Sample size: 500


The dimension of the input space is: 5
Sf-sfd,0.00186068398198036,0.08601827070107458,6.1334782618915,0.42273917989083104,167.90848755836487
SF-SFD average,0.002817085199665868,0.0674317842311833,6.060051661115219,0.6459557281029694,
LHS,0.0007115290029215959,0.08381379222436709,6.16776117691915,0.16176949384525685,
Sobol,9.76033240345231e-05,0.10635119835985923,6.429522869361542,0.021903797521103177,
Random best,0.001487000373909808,0.06108947080658173,6.1150331376076155,0.34181666276960143,
Random average,0.0030585570694879305,0.06671483384043651,6.0742947203173046,0.7018183549331234,
