Dimension: 4

Sample seed: 0

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 10


The dimension of the input space is: 4
Sf-sfd,0.2038023650785039,0.18041065867166556,0.6275971934744298,-0.20140182902253045,95.18922877311707
LHS,0.03027175069273902,0.3223398457075562,0.5538102523584393,-0.28195944912441884,
Sobol,0.042199053341611226,0.4330127018922193,0.5102438592639063,-0.3003525026048381,
Random,0.09186021727050586,0.4464130998110479,0.7442122719349399,-0.3662550514918273,

Sample size: 40


The dimension of the input space is: 4
Sf-sfd,0.08150578443820611,0.08305198336466414,1.7469664463745531,-0.5828375484336703,241.55077838897705
LHS,0.0053178047200939105,0.1610182197561702,1.6825378759055831,-0.6127460969805532,
Sobol,0.004560370035543215,0.19515618744994995,1.6425757184348755,-0.6110571786164274,
Random,0.022419315189544653,0.20641826800906365,1.8032177684557897,-0.6624055737584362,

Sample size: 70


The dimension of the input space is: 4
Sf-sfd,0.22389558158143452,0.059598639331572494,2.2354756116668675,-0.6903928898056685,382.5889971256256
LHS,0.0025650848444527252,0.09010801086613117,2.1376040744021783,-0.7417156668079522,
Sobol,0.001603415408425235,0.19515618744994995,2.317178122720796,-0.8369102982541069,
Random,0.007993771279078521,0.06080548484370721,2.3911968781239765,-0.8146695305628685,

Sample size: 100


The dimension of the input space is: 4
Sf-sfd,0.1712472035376551,0.053082875092062595,3.0550812813152706,-0.978972317623226,632.0213959217072
LHS,0.0019153112604108902,0.09198016865761596,2.730660126190813,-0.9402416611960062,
Sobol,0.000862642855194995,0.1316585902058806,2.8043602397648244,-0.9783853957051699,
Random,0.00505940493007162,0.06080548484370721,2.8002220463899006,-0.9519893754345121,
Dimension: 4

Sample seed: 1

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 10


The dimension of the input space is: 4
Sf-sfd,0.14391526811086575,0.27467877906817895,0.682866421086153,-0.27120997734782204,74.324697971344
LHS,0.03199169061413487,0.2923812843678481,0.4941798433404364,-0.25152314569804984,
Sobol,0.042199053341611226,0.4330127018922193,0.5102438592639063,-0.3003525026048381,
Random,0.057837075880851296,0.3273953907610035,0.6919065937214686,-0.3204883028672069,

Sample size: 40


The dimension of the input space is: 4
Sf-sfd,0.09740221277731331,0.09623526516746407,1.6151386905698404,-0.5379905809866636,201.60977506637573
LHS,0.005782387983261472,0.10071317711946551,1.7325228737703857,-0.6091512209688633,
Sobol,0.004560370035543215,0.19515618744994995,1.6425757184348755,-0.6110571786164274,
Random,0.029437463046702694,0.09283953362290054,1.737836491603555,-0.6004128540599175,

Sample size: 70


The dimension of the input space is: 4
Sf-sfd,0.1783818592066393,0.07344889917857911,2.2471021179227275,-0.7140563859648891,329.65345430374146
LHS,0.0035105787935787447,0.11055099128101047,2.2707886260911767,-0.7926096795262029,
Sobol,0.001603415408425235,0.19515618744994995,2.317178122720796,-0.8369102982541069,
Random,0.014679417316397547,0.129636475299745,2.3138348979693437,-0.809597318650897,

Sample size: 100


The dimension of the input space is: 4
Sf-sfd,0.13898400120239884,0.038150439934930745,2.9719964189360484,-0.9570542858895267,666.3107724189758
LHS,0.0022610012088750686,0.07161809203315081,2.6283586805814605,-0.8992385904685788,
Sobol,0.000862642855194995,0.1316585902058806,2.8043602397648244,-0.9783853957051699,
Random,0.006580186247110653,0.10245528883560549,2.7485861070340207,-0.9481537365408386,
Dimension: 4

Sample seed: 2

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 10


The dimension of the input space is: 4
Sf-sfd,0.4817670975972339,0.14318473837246792,0.3682411147724426,-0.00988625184922552,104.4325008392334
LHS,0.033399265487298546,0.33824460274951057,0.3479177750802023,-0.21758770411413808,
Sobol,0.042199053341611226,0.4330127018922193,0.5102438592639063,-0.3003525026048381,
Random,0.052731382104140634,0.3424174839657115,0.7557966138778279,-0.34849423857979955,

Sample size: 40


The dimension of the input space is: 4
Sf-sfd,0.16722887668658037,0.1315619033933765,1.6560191548856462,-0.5401173938641474,309.9042522907257
LHS,0.0047300281914912645,0.1641399041860251,1.6045364599851157,-0.5879821119932166,
Sobol,0.004560370035543215,0.19515618744994995,1.6425757184348755,-0.6110571786164274,
Random,0.029544514922586362,0.10735338283189613,1.88711561280871,-0.6549748269060066,

Sample size: 70


The dimension of the input space is: 4
Sf-sfd,0.20771159464487998,0.039954462703968234,1.9674979106088522,-0.5999135928893135,533.654967546463
LHS,0.004022686174871337,0.07691198466721723,2.109800079416691,-0.727563125969679,
Sobol,0.001603415408425235,0.19515618744994995,2.317178122720796,-0.8369102982541069,
Random,0.00939169536658091,0.09958519385935558,2.351392658423903,-0.8138620523055593,

Sample size: 100


The dimension of the input space is: 4
Sf-sfd,0.14142053963229917,0.06915865804876692,2.822170504171143,-0.9166362075292035,848.9831538200378
LHS,0.0023882372637369365,0.09814009046421496,2.632888596580388,-0.9095468165936221,
Sobol,0.000862642855194995,0.1316585902058806,2.8043602397648244,-0.9783853957051699,
Random,0.007360114297867426,0.12038923116338716,2.7231847060350534,-0.9454046076335243,
Dimension: 4

Sample seed: 3

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 10


The dimension of the input space is: 4
Sf-sfd,0.2352232020259608,0.21260491666702364,0.34343329071854317,-0.10693833511986867,66.83234238624573
LHS,0.036896053305290666,0.1886905392726853,0.5442796341919124,-0.23202470671976902,
Sobol,0.042199053341611226,0.4330127018922193,0.5102438592639063,-0.3003525026048381,
Random,0.061080968478660624,0.36926709795611273,0.6862197008250369,-0.3314686101008297,

Sample size: 40


The dimension of the input space is: 4
Sf-sfd,0.19917548508733973,0.08425566388220508,1.6494550640625343,-0.5115117476191332,222.71303701400757
LHS,0.0051141459066865735,0.12394960919722427,1.4856245019428045,-0.5348199884111141,
Sobol,0.004560370035543215,0.19515618744994995,1.6425757184348755,-0.6110571786164274,
Random,0.030490854226604025,0.11861201046105714,1.793357434756781,-0.6271595303304114,

Sample size: 70


The dimension of the input space is: 4
Sf-sfd,0.20061663158469645,0.05784705209846707,2.0826813385884377,-0.6466372530340694,366.41740369796753
LHS,0.0031876322303643345,0.08389869584311291,2.087628164105592,-0.7227797425727801,
Sobol,0.001603415408425235,0.19515618744994995,2.317178122720796,-0.8369102982541069,
Random,0.007599788958104758,0.07186829140262166,2.459263254263162,-0.841177252235893,

Sample size: 100


The dimension of the input space is: 4
Sf-sfd,0.1366798516426866,0.0711342350488294,3.0238858010826153,-0.9861133948295859,602.2654249668121
LHS,0.0019175091873613326,0.05657079099279969,2.6638344619389893,-0.9061625812481425,
Sobol,0.000862642855194995,0.1316585902058806,2.8043602397648244,-0.9783853957051699,
Random,0.009677721108166892,0.09194955645487535,2.811681210117471,-0.9646510151547266,
Dimension: 4

Sample seed: 4

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 10


The dimension of the input space is: 4
Sf-sfd,0.1602905470647611,0.21400617386314635,0.5942814729940393,-0.21599903326414152,65.16932487487793
LHS,0.028812983919546342,0.380990434367519,0.6597609110849393,-0.3373127871776373,
Sobol,0.042199053341611226,0.4330127018922193,0.5102438592639063,-0.3003525026048381,
Random,0.07889483230068994,0.583792812867513,0.6338724677556021,-0.3795901494408083,

Sample size: 40


The dimension of the input space is: 4
Sf-sfd,0.14365428337850528,0.0838021770741503,1.806736022108425,-0.5822946386013567,220.41975378990173
LHS,0.007947324498815966,0.14327336646393865,1.3002029834963804,-0.4785096751538344,
Sobol,0.004560370035543215,0.19515618744994995,1.6425757184348755,-0.6110571786164274,
Random,0.018820814397648045,0.14661876732060178,1.8955362479120996,-0.6744447336116844,

Sample size: 70


The dimension of the input space is: 4
Sf-sfd,0.1672867900222137,0.045013753525504775,2.2953204818376185,-0.7243491484469698,345.09250235557556
LHS,0.003438233752829589,0.12465300605842931,2.1046630796598613,-0.741959283988487,
Sobol,0.001603415408425235,0.19515618744994995,2.317178122720796,-0.8369102982541069,
Random,0.009352010760686591,0.06707268060456566,2.4935531581504886,-0.8504246093314559,

Sample size: 100


The dimension of the input space is: 4
Sf-sfd,0.21686843017783008,0.056764313872113746,2.6900724988032763,-0.8433227941658533,636.3411693572998
LHS,0.002800092221153294,0.05235589913930223,2.533325705987688,-0.8609605043019456,
Sobol,0.000862642855194995,0.1316585902058806,2.8043602397648244,-0.9783853957051699,
Random,0.007845172878096607,0.06707268060456566,2.958658070829771,-1.0059618595187467,
