Dimension: 3

Sample seed: 0

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 10


The dimension of the input space is: 3
Sf-sfd,0.2517646463288863,0.09488470410149517,0.9380843323375975,-0.26040146337006875,4.943447589874268
LHS,0.013849731888054162,0.2498447529672724,0.70068538485889,-0.3122268019793694,
Sobol,0.02110329272570377,0.21650635094610965,0.7142841877819859,-0.30322908200079723,
Random,0.03993856909554583,0.2549164937733782,0.8941737463176429,-0.36971722366515847,

Sample size: 40


The dimension of the input space is: 3
Sf-sfd,0.11639722500430016,0.035017395762657416,1.870532853232172,-0.5963843413301764,17.64452886581421
LHS,0.00294473798836159,0.07194040024499145,1.6225242830357525,-0.5638399817641274,
Sobol,0.002109811332295264,0.10364452469860624,1.8166227724035295,-0.6393858285899469,
Random,0.015444476531820017,0.08011979920477758,1.7572960155271955,-0.607323779400051,

Sample size: 70


The dimension of the input space is: 3
Sf-sfd,0.12967011618970803,0.01832884427594122,2.299291751762886,-0.729316826616373,28.593319416046143
LHS,0.001499976945076531,0.08862431153769662,2.260885464070613,-0.7826699328877443,
Sobol,0.0007837522330611524,0.10364452469860624,2.3811718005401983,-0.8280108576685811,
Random,0.013602038909316772,0.057071350931572846,2.420106589928393,-0.8211919673168829,

Sample size: 100


The dimension of the input space is: 3
Sf-sfd,0.12178101471096969,0.029726469592188953,3.185165819784086,-1.0310370915551017,67.78030109405518
LHS,0.0013692375514293698,0.04531223170326892,2.569808443660492,-0.8712504792707771,
Sobol,0.00037845906941536,0.04059494080239556,2.837120145633085,-0.9591122091220217,
Random,0.004777337055120734,0.03353331201616022,2.9252833864496357,-0.9846797871368916,
Dimension: 3

Sample seed: 1

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 10


The dimension of the input space is: 3
Sf-sfd,0.09057308023499,0.17865887233302621,0.8997084644106508,-0.3292647521695623,5.310967206954956
LHS,0.015163196779530708,0.3118170080897872,0.8681240596026244,-0.3882592903042936,
Sobol,0.02110329272570377,0.21650635094610965,0.7142841877819859,-0.30322908200079723,
Random,0.05478960499987262,0.18473050581451023,1.1644672196692238,-0.43146937349462045,

Sample size: 40


The dimension of the input space is: 3
Sf-sfd,0.16629189873571804,0.055782016337815515,1.8562791197373816,-0.5819230791131597,21.49415946006775
LHS,0.0021220848145258042,0.08191077592231846,1.794566824478493,-0.6247851718620953,
Sobol,0.002109811332295264,0.10364452469860624,1.8166227724035295,-0.6393858285899469,
Random,0.009529438331705498,0.07214676285581033,1.8318453421860101,-0.6314875555700383,

Sample size: 70


The dimension of the input space is: 3
Sf-sfd,0.1130452315189594,0.013694953040588298,2.470502409442102,-0.790384043654577,45.15213322639465
LHS,0.0012049487254959246,0.03137783802597696,2.3027920191962745,-0.7776549694989185,
Sobol,0.0007837522330611524,0.10364452469860624,2.3811718005401983,-0.8280108576685811,
Random,0.009544784093103331,0.05460096886151423,2.4011162187328337,-0.8153908011670815,

Sample size: 100


The dimension of the input space is: 3
Sf-sfd,0.09054763799751342,0.015770138536817826,3.6648708804805534,-1.1966977936732859,78.39486169815063
LHS,0.0009162581905137746,0.04227035573625513,2.748563732646025,-0.9299726100639222,
Sobol,0.00037845906941536,0.04059494080239556,2.837120145633085,-0.9591122091220217,
Random,0.008613510419461123,0.05116362458382151,2.8550416874560036,-0.9658639338734547,
Dimension: 3

Sample seed: 2

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 10


The dimension of the input space is: 3
Sf-sfd,0.06630692450121756,0.12077433078265036,0.69571679449925,-0.25006140026022755,5.772227048873901
LHS,0.012300234767412599,0.30605110432263416,0.7291700523914213,-0.34097364064888097,
Sobol,0.02110329272570377,0.21650635094610965,0.7142841877819859,-0.30322908200079723,
Random,0.03607471658599737,0.299571279227124,0.7171550422154681,-0.32688386828553156,

Sample size: 40


The dimension of the input space is: 3
Sf-sfd,0.17471840192536336,0.0240046034545844,2.170685874258314,-0.6733240252625117,18.642696380615234
LHS,0.001888964012169092,0.09698026687984442,1.7901982784944883,-0.6284298604540546,
Sobol,0.002109811332295264,0.10364452469860624,1.8166227724035295,-0.6393858285899469,
Random,0.014647086787022978,0.08999415641750724,1.9113016667505989,-0.6622162454603611,

Sample size: 70


The dimension of the input space is: 3
Sf-sfd,0.09417061078509348,0.0314880120907301,2.5150049296794457,-0.8174407769950274,33.44593381881714
LHS,0.001355672184045753,0.07893670701705628,2.300750503745808,-0.7927771795262729,
Sobol,0.0007837522330611524,0.10364452469860624,2.3811718005401983,-0.8280108576685811,
Random,0.008792510263047726,0.03821870709876394,2.458243681940715,-0.829223292925477,

Sample size: 100


The dimension of the input space is: 3
Sf-sfd,0.09823717747837724,0.01596322324931617,3.285057857011741,-1.0675946342608933,75.1692259311676
LHS,0.0008187114679552021,0.034790460397875485,2.86221916851169,-0.9653969724805368,
Sobol,0.00037845906941536,0.04059494080239556,2.837120145633085,-0.9591122091220217,
Random,0.003608053522916599,0.02954656543921241,2.8963936848423133,-0.9741107322528696,
Dimension: 3

Sample seed: 3

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 10


The dimension of the input space is: 3
Sf-sfd,0.0930555413433376,0.11211971357502715,0.8992794159880662,-0.30611452940658523,6.053877592086792
LHS,0.01759368311839582,0.2772965065793078,0.8531523105478809,-0.3709517113362643,
Sobol,0.02110329272570377,0.21650635094610965,0.7142841877819859,-0.30322908200079723,
Random,0.05082876435477868,0.17908763875321632,0.8185732123901013,-0.31561069559617966,

Sample size: 40


The dimension of the input space is: 3
Sf-sfd,0.06936535597208815,0.04279061550557727,1.8795416815978,-0.6176556470437631,16.08467125892639
LHS,0.0022976257840026104,0.11159440456755294,1.6671656629205087,-0.5921541472346864,
Sobol,0.002109811332295264,0.10364452469860624,1.8166227724035295,-0.6393858285899469,
Random,0.033065534672361396,0.02029286161443401,2.033041049990697,-0.6734227923109232,

Sample size: 70


The dimension of the input space is: 3
Sf-sfd,0.15439432135349773,0.01595344814525657,2.3028809007474975,-0.7214800091797521,32.443161487579346
LHS,0.0011648324221940065,0.0670110426507079,2.212951740464958,-0.759599316897824,
Sobol,0.0007837522330611524,0.10364452469860624,2.3811718005401983,-0.8280108576685811,
Random,0.009031575138233272,0.02029286161443401,2.5633938097343885,-0.8582183654035297,

Sample size: 100


The dimension of the input space is: 3
Sf-sfd,0.10081545606334275,0.022961918808403984,3.014996101908394,-0.9790475215511517,76.94923806190491
LHS,0.0005772912781565331,0.029166086028049952,2.8383054818571054,-0.9556314255356663,
Sobol,0.00037845906941536,0.04059494080239556,2.837120145633085,-0.9591122091220217,
Random,0.010443008979361457,0.03543599016661303,3.018039296905714,-1.0143440926976552,
Dimension: 3

Sample seed: 4

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 10


The dimension of the input space is: 3
Sf-sfd,0.24183828751002334,0.2288200594111228,0.833356435070154,-0.2734460689904178,5.828952312469482
LHS,0.013883203700922886,0.35355609715393577,0.884483512881779,-0.40805213544493063,
Sobol,0.02110329272570377,0.21650635094610965,0.7142841877819859,-0.30322908200079723,
Random,0.08644537163378407,0.14005733936732948,1.0485837035419359,-0.36739855709182706,

Sample size: 40


The dimension of the input space is: 3
Sf-sfd,0.11043791850581952,0.06912107345418164,1.9655431713120848,-0.641408775420149,21.654310941696167
LHS,0.001545889316532989,0.08727837097431229,1.7111639960031577,-0.5989654925536457,
Sobol,0.002109811332295264,0.10364452469860624,1.8166227724035295,-0.6393858285899469,
Random,0.026067925975659767,0.11305112764973754,1.894764937467296,-0.6605827130471246,

Sample size: 70


The dimension of the input space is: 3
Sf-sfd,0.09086500000936626,0.015368431500493988,2.664535554495632,-0.8630129953289198,37.414809465408325
LHS,0.0018147739634617466,0.03741858327884836,2.1875372532055533,-0.7410470208403134,
Sobol,0.0007837522330611524,0.10364452469860624,2.3811718005401983,-0.8280108576685811,
Random,0.008170929246838154,0.054701500839687514,2.4694804509732347,-0.8386703408553613,

Sample size: 100


The dimension of the input space is: 3
Sf-sfd,0.05551263142662077,0.025146876493218263,3.5336724573303937,-1.167768900798997,63.44423842430115
LHS,0.0010162325243892045,0.05167634272366813,2.5552713098675848,-0.8686438066889545,
Sobol,0.00037845906941536,0.04059494080239556,2.837120145633085,-0.9591122091220217,
Random,0.005224400926958195,0.04928962103645626,3.007803750412637,-1.0172896568407117,
Dimension: 3

Sample seed: 5

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 10


The dimension of the input space is: 3
Sf-sfd,0.2005235723768024,0.16672129119628956,0.802024807205545,-0.25607417534167737,5.347412109375
LHS,0.01348053679362593,0.16618312312714112,0.7735987408669814,-0.3087671090668322,
Sobol,0.02110329272570377,0.21650635094610965,0.7142841877819859,-0.30322908200079723,
Random,0.0473294317089219,0.2829090905425482,0.9868159096722441,-0.4074651895019568,

Sample size: 40


The dimension of the input space is: 3
Sf-sfd,0.08903293615454677,0.06656682148573068,1.9448678898482086,-0.6408005917264641,22.254985570907593
LHS,0.0022549740000277207,0.09408348913564758,1.8073766696077835,-0.6330683949144679,
Sobol,0.002109811332295264,0.10364452469860624,1.8166227724035295,-0.6393858285899469,
Random,0.014239801195010227,0.0839184984728547,1.8306605952446957,-0.6334464308408467,

Sample size: 70


The dimension of the input space is: 3
