Dimension: 5

Sample seed: 7

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 5
Sf-sfd,0.009248638901400374,0.17237979235522133,2.697661463864277,0.9028269470530194,30.947416067123413
SF-SFD average,0.01388745985161983,0.1325585871181959,2.5127562638892553,1.3878613262563593,
LHS,0.004442019928083241,0.14123789300172798,2.304366088576036,0.4438210843439456,
Sobol,0.0017136747534114427,0.20085875206535064,2.804264684766014,0.16460393682354937,
Random best,0.007305418801067498,0.11380545664590698,2.5891776292061204,0.735058173294242,
Random average,0.01499516510219308,0.1199410185395288,2.5206796412844343,1.5068396608026102,

Sample size: 200


The dimension of the input space is: 5
Sf-sfd,0.00390828811583166,0.06833565887298743,3.7540110444458246,0.5672650829121367,66.78785276412964
SF-SFD average,0.007029201362081955,0.09799062018750825,3.6831760679123384,1.0075540380740915,
LHS,0.0016191160993650477,0.06857849918545506,3.761892632182514,0.23495121324935564,
Sobol,0.0006098875183773167,0.1797299542238647,4.016895690759145,0.08364299975304491,
Random best,0.0042318403664363125,0.10337834490814503,3.559863036256814,0.6060496757056565,
Random average,0.0077212436944080354,0.08999712351661819,3.71896823027433,1.1099768090477395,

Sample size: 300


The dimension of the input space is: 5
Sf-sfd,0.0028660745431918766,0.10597488261127382,4.608188384236129,0.5005759775919235,106.45972847938538
SF-SFD average,0.004522181456563054,0.08225285088667926,4.609819574007038,0.7985689444902543,
LHS,0.001559413195398207,0.08556162222024591,4.676457154945276,0.27474141297254945,
Sobol,0.00028543108358913827,0.14101778911081794,4.934870628721834,0.048836649547471155,
Random best,0.0028126489401452126,0.10889999727345405,4.8681555809871835,0.4890149251524713,
Random average,0.0050397666175415546,0.07729652248230588,4.644664810079127,0.8917062670952389,

Sample size: 400


The dimension of the input space is: 5
Sf-sfd,0.002212108382909417,0.052005017306097,5.626949495747686,0.455952444637476,133.277423620224
SF-SFD average,0.0034878264006298516,0.06823874226870413,5.418943461373416,0.7149608746938277,
LHS,0.0008717213828186576,0.06472362773436705,5.441469846233728,0.1789810760722272,
Sobol,0.00016317544690203079,0.10635119835985923,5.744176664378697,0.03275554688059073,
Random best,0.002077991647558619,0.06626219173518326,5.657710176820921,0.42537412963079047,
Random average,0.0037713551142754607,0.06903568696032279,5.419758557526783,0.7727980884585414,

Sample size: 500


The dimension of the input space is: 5
Sf-sfd,0.0015987019771868116,0.028846265510732737,6.2532134139082585,0.3724538538577748,184.66774487495422
SF-SFD average,0.00291546306639178,0.06470449052577494,6.116479450287264,0.6691965441548405,
LHS,0.001047515232440288,0.0918693083942917,6.192137640355433,0.23721142266583814,
Sobol,9.76033240345231e-05,0.10635119835985923,6.429522869361542,0.021903797521103177,
Random best,0.0016817437856924133,0.07412856984488873,6.263517367040087,0.383724873597806,
Random average,0.0030406190404498857,0.0632732727486431,6.101868754432249,0.6983747880819378,
