Dimension: 30

Sample seed: 4

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 30
Sf-sfd,3.8092837772988615,1.214509235773111,1.2403701698597278,4851.227857466347,208.5146484375
SF-SFD average,3.870757500319245,1.0908839155096726,1.1715336147937045,5073.768837859255,
LHS,7.507079976734053,1.3721144451826615,1.5132212224994237,9198.585729574277,
Sobol,25.54997713477109,1.3191794324503396,1.8787313624843134,31671.80252845468,
Random best,6.797362677583857,1.4211780032968047,1.4211379448416304,8231.946535737337,
Random average,8.074824063177902,1.3142309832529975,1.4280086777139642,10036.686197078943,

Sample size: 200


The dimension of the input space is: 30
Sf-sfd,2.3123355089500404,1.054846228023161,2.407771382096156,4313.912957763807,448.86034202575684
SF-SFD average,2.403127698819422,1.0685398715340926,2.2724890245273164,4470.654427414403,
LHS,3.707141030169188,1.3347380686579626,2.5945333470638174,6475.488565123573,
Sobol,8.050363747914568,1.2144229074119424,3.323504401863025,14445.464516061958,
Random best,3.5632528380357193,1.264971414813209,2.6457623649849276,6328.206856704482,
Random average,4.00793203919994,1.2429596451611418,2.6406523565910005,7154.2730682774245,

Sample size: 300


The dimension of the input space is: 30
Sf-sfd,1.7708814651356608,1.1411721837735576,3.2049666056273884,3965.3268342761917,714.0863513946533
SF-SFD average,1.8200209789871693,1.0866545430587349,3.198851285326326,4126.763954483725,
LHS,2.5032734928751097,1.2129887842678588,3.6992170074145556,5507.171885063424,
Sobol,4.221087106170131,1.2144229074119424,4.390178257264976,9270.78533455378,
Random best,2.4044749766699187,1.294675390453484,3.5478272282053496,5190.006006997462,
Random average,2.6732983201249723,1.1965973989124965,3.556617052599861,5905.806327469455,

Sample size: 400


The dimension of the input space is: 30
Sf-sfd,1.4465677251593014,1.125404051062736,4.11277260608451,3751.2319924802223,1261.1373295783997
SF-SFD average,1.4903839722988228,1.0973748767380538,4.002733070316071,3890.441917521558,
LHS,1.8649185504184,1.1114908931451395,4.429915527533829,4848.976538044689,
Sobol,2.767349165009117,1.1453342159861435,5.3749291227300136,7128.279685265719,
Random best,1.8154149942449003,1.2269499521331848,4.377306362148768,4595.833099721123,
Random average,2.003790120467489,1.1748589417342892,4.33932829929898,5135.493909611276,

Sample size: 500


The dimension of the input space is: 30
Sf-sfd,1.2346948076879798,1.1631405576838554,4.788152627037371,3547.672927203046,1435.965871810913
SF-SFD average,1.2658382692536023,1.087509366119218,4.733096869612412,3701.3114591825383,
LHS,1.4960919774845998,1.1731528394201514,5.12841963724029,4286.582796900066,
Sobol,2.0117619719676476,1.1453342159861435,6.127453655458676,5792.622361555015,
Random best,1.4959751055598627,1.2214033317081199,5.006283217779736,4238.974862563147,
Random average,1.599349014889149,1.147757491593887,5.018323833042826,4610.263225333199,
