Dimension: 20

Sample seed: 6

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 20
Sf-sfd,0.5924225090820494,0.918079183425472,1.554298793963949,417.8280648760641,114.80977058410645
SF-SFD average,0.6379438835721687,0.8414924221144412,1.5761305493416025,459.60326291225704,
LHS,0.6774709030242514,0.909867284963917,1.6602854541249779,478.6598522461569,
Sobol,0.8617777281271719,1.0250762166785454,2.1959189734392273,587.5966666144548,
Random best,0.7106967319105904,0.9427680856955624,1.9134556630180588,496.86250170817874,
Random average,0.8195973538324222,0.9080399701927498,1.74229637161339,579.3096262408159,

Sample size: 200


The dimension of the input space is: 20
Sf-sfd,0.34281115746192015,0.8470583997441616,2.9391975943332156,347.8408654281126,251.48081135749817
SF-SFD average,0.36483650922955774,0.8199707705833049,2.8112184844941863,373.09285898230695,
LHS,0.33193064399186945,0.781908853368395,2.9972614258106067,342.7825414031943,
Sobol,0.3330679327919226,0.9527086693180398,3.642890053011315,327.2803689275619,
Random best,0.3503220883336464,0.8901425396501966,2.905257483434673,351.2799111327887,
Random average,0.40993738296462434,0.835096093527192,2.947251301140872,417.2859020996803,

Sample size: 300


The dimension of the input space is: 20
Sf-sfd,0.2343703706827096,0.8190410098363051,3.7932549167909526,293.3407893944788,412.63083267211914
SF-SFD average,0.24935534494086417,0.7663915148684367,3.7205728501112736,316.6531652181612,
LHS,0.22725079217789634,0.8974139300456367,3.728843046193279,278.38005168778477,
Sobol,0.19787171571604656,0.8931826624799025,4.465677495884411,242.15606597830666,
Random best,0.24506101002617697,0.7917572967963321,3.741770995528894,309.05855342934865,
Random average,0.27199538392690653,0.7898339933089312,3.8702846250626717,343.0486331403079,

Sample size: 400


The dimension of the input space is: 20
Sf-sfd,0.17872704818995544,0.8323544935117607,4.676565864036443,257.16872445041673,602.6574261188507
SF-SFD average,0.1930859084927759,0.7685750503475592,4.547838634055033,282.8039873290076,
LHS,0.16576655492048697,0.7215866649296244,4.686032869899197,245.7728740489983,
Sobol,0.13856653970714383,0.8812555407627234,5.423492625874332,196.3317503204263,
Random best,0.18629321985804914,0.8188740453149876,4.562055701753291,269.1263352566534,
Random average,0.20497837098603205,0.7667371169733544,4.645440414788694,300.24537025415526,

Sample size: 500


The dimension of the input space is: 20
Sf-sfd,0.14693659826732652,0.7928578773002768,5.260680350499929,238.92885228859654,845.9560172557831
SF-SFD average,0.15553228378998102,0.7388375331906207,5.2500571961368365,256.6538482589111,
LHS,0.13215223252239205,0.7856599599151916,5.473584208531175,215.20514627000998,
Sobol,0.10522325515463482,0.7967696774760649,6.238567754829733,170.5400379704037,
Random best,0.14917894850542002,0.7831339982098725,5.42263530567301,243.12703427773545,
Random average,0.163639208082591,0.7422914262602078,5.33742429809048,269.6657323113102,
