Dimension: 10

Sample seed: 5

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 10
Sf-sfd,0.053518469477851216,0.483890705529099,2.1943645721734986,14.019769873205572,59.278157234191895
SF-SFD average,0.06766970746092565,0.4056064271049682,2.146003012043629,18.249069855683345,
LHS,0.033811420320052576,0.49091899505064024,2.2116594168179082,8.832480610889865,
Sobol,0.02399215777984809,0.5112265046557152,2.6690477109637207,6.190680481952726,
Random best,0.051773914799897014,0.4411482305056817,2.3367444455152016,13.759143534663854,
Random average,0.0698406652840677,0.4152532218669105,2.1793136396533193,18.76987968292934,

Sample size: 200


The dimension of the input space is: 10
Sf-sfd,0.026507485307227796,0.3891514363389971,3.232743633972147,10.158051812298222,109.7738585472107
SF-SFD average,0.034619016641610954,0.3583850563384234,3.3969433893863608,13.40678635307245,
LHS,0.018682704896847202,0.3789616066493048,3.190999347287115,7.187960928734521,
Sobol,0.009976676208006463,0.3443265761099846,3.9288469801760257,3.8654349180136167,
Random best,0.025546019946439458,0.37736821637941287,3.31243724056583,9.82553146615497,
Random average,0.035009128369710193,0.3562405224286052,3.38625586049194,13.560137550078325,

Sample size: 300


The dimension of the input space is: 10
Sf-sfd,0.017026531700794933,0.3773981793579136,4.435930969332499,8.002499563630375,166.4857313632965
SF-SFD average,0.022589749112210813,0.31737200899620743,4.296304826236632,10.854838846953873,
LHS,0.012186082601141734,0.3409387941905455,4.283662254570292,5.807698855006315,
Sobol,0.0057707200335297415,0.3443265761099846,4.865532266044492,2.7374715421183766,
Random best,0.017570641747657323,0.31315507130800885,4.358012334163916,8.452638285101441,
Random average,0.023405475284033705,0.3271953630738056,4.279232144858021,11.207499479387257,

Sample size: 400


The dimension of the input space is: 10
Sf-sfd,0.01357868944554319,0.337251967833429,4.947376315639262,7.482247229864081,232.4492666721344
SF-SFD average,0.016775358393071402,0.2954365280771711,5.044203240505945,9.375336618825735,
LHS,0.008844889686868918,0.2831144408977168,5.15762367035617,4.961832782020873,
Sobol,0.0036581394522379185,0.3443265761099846,5.664594899508441,2.0032983682068672,
Random best,0.013311186527823704,0.3249810730081362,5.159502686729508,7.358693837720486,
Random average,0.0171826668265238,0.3084885669533271,5.065411958474179,9.561499504041045,

Sample size: 500


The dimension of the input space is: 10
Sf-sfd,0.01062390361425214,0.347616332085585,5.872173567071936,6.510851112110369,337.6752281188965
SF-SFD average,0.013776972780560769,0.28367240926818793,5.769235835607349,8.641728454478779,
LHS,0.007098950847792551,0.33931030294074094,5.829594063349266,4.364278358175401,
Sobol,0.00254276000924758,0.3443265761099846,6.35776326223809,1.5566704365047768,
Random best,0.010805405092662479,0.31315507130800885,5.80299413290771,6.705291286540359,
Random average,0.01388346705116591,0.2926710182650375,5.769927002695424,8.680575547649266,
