Dimension: 20

Sample seed: 10

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 20
Sf-sfd,0.6015939435244517,0.8521798937408297,1.6891111586111107,431.87027736881265,132.30200123786926
SF-SFD average,0.6536316489242028,0.8561310108407172,1.6097058724214268,468.889569988006,
LHS,0.6761908214373804,1.0359137880374898,1.8496095412786089,460.4107326951006,
Sobol,0.8617777281271719,1.0250762166785454,2.1959189734392273,587.5966666144548,
Random best,0.6670707189838012,0.9918270873172915,1.8243049992194431,460.08709909931594,
Random average,0.8221513482756281,0.9130724476909171,1.7405444320757513,580.1691111041085,

Sample size: 200


The dimension of the input space is: 20
Sf-sfd,0.3293453518918579,0.8932588839730679,2.9191309856126293,329.9421544643563,292.71600222587585
SF-SFD average,0.3564703130194715,0.8063793793131517,2.82774415558337,365.90675038567235,
LHS,0.34762314296783536,0.7759184356219249,2.966721197634595,359.6100726688059,
Sobol,0.3330679327919226,0.9527086693180398,3.642890053011315,327.2803689275619,
Random best,0.3610279446087139,0.8743159763175257,2.921899883484743,363.5929369546881,
Random average,0.4113769419733533,0.8395331509001933,2.959586948061497,418.1926572732749,

Sample size: 300


The dimension of the input space is: 20
Sf-sfd,0.23437152783387827,0.8742868817322861,3.6953953932563763,288.9885320570659,406.40727162361145
SF-SFD average,0.25056956858376744,0.7807119092764389,3.7814015221033985,316.9181224637955,
LHS,0.21965701546849647,0.8044391259281918,3.810909629054638,276.0100644734082,
Sobol,0.19787171571604656,0.8931826624799025,4.465677495884411,242.15606597830666,
Random best,0.25017702617824966,0.8808297144391392,3.789416788486252,307.8318275958399,
Random average,0.27354678855297115,0.8030305859745984,3.8758518559460033,343.82445134267203,

Sample size: 400


The dimension of the input space is: 20
Sf-sfd,0.17778511119840967,0.8093601673785616,4.459301903339753,257.57096084717966,561.3178818225861
SF-SFD average,0.18908978887273567,0.7552891959453217,4.521469142362483,277.95023777624453,
LHS,0.16706132048509925,0.634112494431443,4.695850100890801,253.46319704762723,
Sobol,0.13856653970714383,0.8812555407627234,5.423492625874332,196.3317503204263,
Random best,0.18644729670933735,0.8075091694214533,4.623879153371791,270.1445924982726,
Random average,0.20481099319852272,0.7754773947489736,4.656182602252294,299.30524494310333,

Sample size: 500


The dimension of the input space is: 20
Sf-sfd,0.1470125656203729,0.8139870690822028,5.335601700981653,237.63926890293436,826.2405712604523
SF-SFD average,0.1555530885205744,0.7520056620573538,5.2606490970967705,255.6931897155904,
LHS,0.13641314650646486,0.7168445138564129,5.358504483186097,226.34960303117145,
Sobol,0.10522325515463482,0.7967696774760649,6.238567754829733,170.5400379704037,
Random best,0.15062491096440045,0.7980176094268875,5.276503622769473,244.574062694087,
Random average,0.1638521371081786,0.7487136839273291,5.3348492018362865,269.6026313168934,
