Dimension: 25

Sample seed: 3

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 25
Sf-sfd,1.5968177012707159,1.0835921773250714,1.516410877684824,1553.9640199837734,136.70834589004517
SF-SFD average,1.6724941454026203,0.9985693836831739,1.3869486395592823,1663.704505913133,
LHS,2.2589870178593703,1.2206414610666683,1.493981526948085,2121.6255688539954,
Sobol,4.477601097564865,1.082982715697716,1.9239319053270885,4350.966687269746,
Random best,2.2006866581434075,1.1900787681670038,1.5700363878608874,2082.9468255432525,
Random average,2.593697128278535,1.1185932483672092,1.5675118012582965,2501.045833803091,

Sample size: 200


The dimension of the input space is: 25
Sf-sfd,0.9767361613328509,1.0655581751878742,2.605910249977004,1348.6601449407658,369.43491220474243
SF-SFD average,1.009226082615733,0.9778162280160049,2.553806108876954,1424.8132917008045,
LHS,1.1481864367589658,1.0227612240637494,2.7689674732381953,1601.8962221322454,
Sobol,1.5756947512592845,1.082982715697716,3.3842006976787613,2161.252495437795,
Random best,1.1480161632943062,1.028621915390812,2.8164751775666486,1599.0819304449617,
Random average,1.2960943976752477,1.0382650009261294,2.795309476836652,1801.1216235145614,

Sample size: 300


The dimension of the input space is: 25
Sf-sfd,0.6955515793684555,1.0591911288745075,3.595255549516941,1177.0486082991838,483.94933247566223
SF-SFD average,0.7397460988885077,0.9677184074243116,3.510999215059074,1281.2031820615653,
LHS,0.7747671800919527,1.033634125253928,3.8159163667885387,1318.926058519663,
Sobol,0.8857802362613008,1.082982715697716,4.397848676355794,1487.1291649464479,
Random best,0.7920173012353748,1.07547362526584,3.728271407468084,1334.3416992523994,
Random average,0.8546918250466203,0.9980772356776688,3.7028149668484183,1468.3135753192657,

Sample size: 400


The dimension of the input space is: 25
Sf-sfd,0.5345891433896846,1.0204957147301783,4.257772867515945,1054.6419083976323,706.1379036903381
SF-SFD average,0.5526971904244223,0.932671499026223,4.226897112030924,1114.5450354308764,
LHS,0.5755739765633008,0.9728475929479017,4.464695809152359,1148.6132364492166,
Sobol,0.6033066477647218,1.082982715697716,5.380177711712297,1168.8670489421609,
Random best,0.5961261907756947,1.0365631052943454,4.4886111053203415,1170.7489894261746,
Random average,0.6432579864611708,0.9796447989398449,4.4938474000477235,1281.322920912639,

Sample size: 500


The dimension of the input space is: 25
Sf-sfd,0.43575545173534014,1.0276506930736042,4.937313956037076,959.0968927895537,1181.9142172336578
SF-SFD average,0.4566956107496345,0.9279842722810082,4.976757809510532,1030.3346803528273,
LHS,0.46132269675054527,0.9862672943497808,5.0525614874350815,1025.7349446866797,
Sobol,0.4514388018751747,1.0089190418743421,6.134293322403593,996.1446887829223,
Random best,0.4743389176633759,1.005361206391533,5.1372889158922455,1049.4982679493473,
Random average,0.51694620452874,0.9570130250917737,5.177233843058487,1157.4899671776056,
