Dimension: 30

Sample seed: 2

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 30
Sf-sfd,3.6580960590367733,1.1557761511928515,1.3104702993329536,4721.76685439138,177.61798691749573
SF-SFD average,3.7757135226195024,1.0832957545792252,1.1424295099308976,4958.352079626124,
LHS,7.099964980059456,1.2696374540952429,1.3651505543045157,8921.336356030832,
Sobol,25.54997713477109,1.3191794324503396,1.8787313624843134,31671.80252845468,
Random best,7.163924205476066,1.4420769628053514,1.3767792270690775,8632.450400913007,
Random average,8.100578644837077,1.3379360651345726,1.4140468923318448,10011.099346756046,

Sample size: 200


The dimension of the input space is: 30
Sf-sfd,2.3495654831614114,1.1651274641503695,2.3066088412326695,4275.0860062022375,432.6869807243347
SF-SFD average,2.41382877224038,1.0945398826224737,2.293068810595222,4464.071047012478,
LHS,3.8462644436543005,1.229922149233893,2.585057763605307,6888.654648427559,
Sobol,8.050363747914568,1.2144229074119424,3.323504401863025,14445.464516061958,
Random best,3.7569243185855274,1.3238876412722906,2.5699933848751257,6580.020012838376,
Random average,4.047725676449227,1.2600532866515195,2.6195092448115895,7196.033572434815,

Sample size: 300


The dimension of the input space is: 30
Sf-sfd,1.8112733348352492,1.1555668162504162,3.2317611899455394,4042.0976972674034,790.0667903423309
SF-SFD average,1.8679447923267523,1.1017350941807638,3.234013086821291,4220.527363346852,
LHS,2.518509228897198,1.2305057165962927,3.5859477097548265,5519.141345666593,
Sobol,4.221087106170131,1.2144229074119424,4.390178257264976,9270.78533455378,
Random best,2.4723232046299817,1.271495101364772,3.598539497284992,5365.502996123609,
Random average,2.688728096138034,1.2042572014107806,3.562156533328073,5928.033876267241,

Sample size: 400


The dimension of the input space is: 30
Sf-sfd,1.4950477260076749,1.1305712821888942,4.010537566553424,3873.0110693978913,1041.9754021167755
SF-SFD average,1.533442053194501,1.0939952474703352,4.0215251841713595,4005.852489132674,
LHS,1.8681070555229642,1.2299440668590158,4.388809470724237,4725.803464391345,
Sobol,2.767349165009117,1.1453342159861435,5.3749291227300136,7128.279685265719,
Random best,1.890515583884202,1.2150043122343483,4.35980801284272,4799.546989248304,
Random average,2.0181117038769787,1.1808431341509482,4.3351317041298785,5164.795042781696,

Sample size: 500


The dimension of the input space is: 30
Sf-sfd,1.2408754191676419,1.1686717021211537,4.750557910699383,3561.061509153361,1154.524732351303
SF-SFD average,1.2631552239736492,1.0897481087893903,4.743056027498047,3691.527805378694,
LHS,1.489256581636596,1.169137469790183,5.129589865548275,4270.971385648056,
Sobol,2.0117619719676476,1.1453342159861435,6.127453655458676,5792.622361555015,
Random best,1.5222496710692894,1.2480937344952834,5.096776761341593,4285.791872163959,
Random average,1.6098144730306574,1.1445941135467688,5.034633133972942,4643.993387214248,
