Dimension: 25

Sample seed: 9

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 25
Sf-sfd,1.5889767222781206,1.052090125299087,1.3554957348604748,1559.7810128358708,124.83448910713196
SF-SFD average,1.6552501177258945,0.970179377593013,1.3442656611687642,1658.663646125413,
LHS,2.336999968354867,1.147469249121395,1.5751023021950006,2236.6598409758876,
Sobol,4.477601097564865,1.082982715697716,1.9239319053270885,4350.966687269746,
Random best,2.151576679414866,1.1944951435866267,1.3738923997444068,2035.709670647572,
Random average,2.55815701420382,1.1263163401517957,1.5701003036163084,2461.471796176776,

Sample size: 200


The dimension of the input space is: 25
Sf-sfd,0.965932282258871,0.9794253095773938,2.6390273579069183,1362.8120340496307,282.290730714798
SF-SFD average,1.010801198090647,0.9610044292083145,2.54206376098981,1432.9834950258282,
LHS,1.1351980988973338,1.0468674071700128,2.8990605088164707,1573.5923756547018,
Sobol,1.5756947512592845,1.082982715697716,3.3842006976787613,2161.252495437795,
Random best,1.1642282041937886,1.1343195797409962,2.7907429802841124,1578.6192824275547,
Random average,1.2845483319297657,1.0501525663068516,2.7754914685198786,1779.7789707163017,

Sample size: 300


The dimension of the input space is: 25
Sf-sfd,0.6964704721099428,0.9948493900085994,3.3816969388968396,1198.4424282770967,478.20108008384705
SF-SFD average,0.7224251115175568,0.9753957539592729,3.567229121477162,1248.5258262163738,
LHS,0.7765467404649868,0.8956693860009018,3.7226117821865135,1368.2353328008553,
Sobol,0.8857802362613008,1.082982715697716,4.397848676355794,1487.1291649464479,
Random best,0.7633199910678856,0.9722262335389127,3.695771072134174,1319.9264185454874,
Random average,0.8619587093309113,1.0021970236973932,3.6992412431900443,1479.3928740195458,

Sample size: 400


The dimension of the input space is: 25
Sf-sfd,0.5375139098660293,0.9981368123098575,4.2764391126888635,1066.3296995430542,812.0683019161224
SF-SFD average,0.5624002872590796,0.9494823731642472,4.342953911661015,1129.1774112003798,
LHS,0.572292626368923,1.009719508763037,4.522133310239858,1131.4772708724909,
Sobol,0.6033066477647218,1.082982715697716,5.380177711712297,1168.8670489421609,
Random best,0.584188018509697,0.9722262335389127,4.334988331393524,1166.2884592167113,
Random average,0.6474879130811654,0.974530182376039,4.467361933488567,1291.427315452085,

Sample size: 500


The dimension of the input space is: 25
Sf-sfd,0.4356495507431779,1.0106922170062735,5.006878641676872,962.8364200032952,996.497451543808
SF-SFD average,0.45917369284322873,0.9404954059928037,4.9740345222008155,1032.7686266213339,
LHS,0.4573041011807124,1.022310239639315,5.305247256351054,1007.2093317322795,
Sobol,0.4514388018751747,1.0089190418743421,6.134293322403593,996.1446887829223,
Random best,0.49245354039834677,1.020781666579055,5.166192358296881,1085.315041188846,
Random average,0.5179015756005241,0.9599373327149385,5.148024433950615,1158.8689725817762,
