Dimension: 25

Sample seed: 5

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 25
Sf-sfd,1.5760875029722508,1.059081367292077,1.2873530827095059,1544.8121023660037,137.1463816165924
SF-SFD average,1.6235173521468123,0.9820857199933687,1.3555461404557476,1622.0144448833203,
LHS,2.3136250357309365,1.2278250506727437,1.5593796343905537,2168.2402731509865,
Sobol,4.477601097564865,1.082982715697716,1.9239319053270885,4350.966687269746,
Random best,2.198114246534349,1.1413060381856703,1.505682385841059,2107.6915702190017,
Random average,2.55762886183301,1.1215757735692942,1.5819181877774566,2464.212821224439,

Sample size: 200


The dimension of the input space is: 25
Sf-sfd,1.0051096267466688,1.0402349375326272,2.64706945349182,1396.6064506885134,390.0371963977814
SF-SFD average,1.0350322848075915,0.9715023236056209,2.5655007195474693,1463.5728422631666,
LHS,1.1402883374118424,1.1058974167463094,2.9012371403065176,1557.035738165609,
Sobol,1.5756947512592845,1.082982715697716,3.3842006976787613,2161.252495437795,
Random best,1.1814004115366217,1.1412574389545045,2.841112536525074,1598.7990936297729,
Random average,1.2826746845534307,1.051585106449274,2.7768063429810486,1776.4332811446222,

Sample size: 300


The dimension of the input space is: 25
Sf-sfd,0.7022309986763267,1.0578759376826687,3.631928016806489,1188.646946030944,485.8270089626312
SF-SFD average,0.7305497638764544,0.9522250357006857,3.4952733166066015,1270.1804473563964,
LHS,0.7731935452658423,1.0705025989221841,3.7686618273850305,1304.1558670957916,
Sobol,0.8857802362613008,1.082982715697716,4.397848676355794,1487.1291649464479,
Random best,0.7852352828484204,1.0183118695365234,3.8557534784733645,1341.7858092375127,
Random average,0.8550627412980815,1.0202647209847209,3.7193962736973076,1460.7927534231653,

Sample size: 400


The dimension of the input space is: 25
Sf-sfd,0.5242245231521974,0.8874481799797417,4.424950592122659,1068.4105051260885,831.4468808174133
SF-SFD average,0.5603816877158029,0.9516320442994305,4.327794308262391,1124.494657571579,
LHS,0.5604530450397016,1.007101494958957,4.628914251543363,1108.5573298232189,
Sobol,0.6033066477647218,1.082982715697716,5.380177711712297,1168.8670489421609,
Random best,0.5951124200883191,0.9862166058389228,4.431406768793942,1183.7410845152842,
Random average,0.6423568171369644,0.9773531230527517,4.473271176640297,1280.3244056531826,

Sample size: 500


The dimension of the input space is: 25
Sf-sfd,0.4518604414519274,0.9802427048954887,5.060932850534917,1006.1887869677189,1014.2725760936737
SF-SFD average,0.46973003394669177,0.9341577327528018,4.995229884933963,1058.0910907114342,
LHS,0.4532337943968967,1.0054351879572487,5.121644460038001,1002.8118927420182,
Sobol,0.4514388018751747,1.0089190418743421,6.134293322403593,996.1446887829223,
Random best,0.4716869375149484,0.9587335436294396,5.178931400173294,1055.7330931643266,
Random average,0.5138990588028313,0.9563791035608159,5.152112724364896,1150.9030228674885,
