Dimension: 30

Sample seed: 8

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 30
Sf-sfd,3.6847074744805592,1.1350446684541808,1.2132994989818047,4780.487545347893,199.5043966770172
SF-SFD average,3.810838535886399,1.0936631544383149,1.169013534633006,4992.202203752402,
LHS,7.760598612529966,1.3016564850386796,1.4740677219911846,9673.707665696045,
Sobol,25.54997713477109,1.3191794324503396,1.8787313624843134,31671.80252845468,
Random best,6.664228496103936,1.2677556843792395,1.402728232518237,8376.510208044749,
Random average,7.950895104678195,1.3227870561242907,1.4299191668211213,9859.387354939714,

Sample size: 200


The dimension of the input space is: 30
Sf-sfd,2.4905622044062845,1.1370195115531818,2.483266098082079,4559.262016614791,385.18814396858215
SF-SFD average,2.54805792460622,1.081566402339909,2.3200320445842473,4725.760203079888,
LHS,3.849916589170169,1.2531066449380845,2.7292033674893847,6855.213084514972,
Sobol,8.050363747914568,1.2144229074119424,3.323504401863025,14445.464516061958,
Random best,3.6452365013577115,1.270689575225533,2.737529909275088,6463.611468794649,
Random average,3.9798061015623722,1.2473868704554174,2.6427208518847713,7095.939030335164,

Sample size: 300


The dimension of the input space is: 30
Sf-sfd,1.8027995075407652,1.1727262337661302,3.3412049162669084,4006.3636058043044,663.5108642578125
SF-SFD average,1.8620530992198057,1.1027329001063102,3.278830549282879,4206.0469266928585,
LHS,2.4278694876616296,1.1774314878761782,3.4355375403409045,5388.574854196247,
Sobol,4.221087106170131,1.2144229074119424,4.390178257264976,9270.78533455378,
Random best,2.4213244151943485,1.2768771747915182,3.3732548380682297,5250.390675546947,
Random average,2.6496082794109515,1.196911750338432,3.5715730814311883,5852.325190271582,

Sample size: 400


The dimension of the input space is: 30
Sf-sfd,1.4983579329582746,1.1733214852163267,3.9652232718206926,3843.702413851441,1123.5368399620056
SF-SFD average,1.5284500434162833,1.0952536436519142,3.9776849063344035,3992.022542092632,
LHS,1.8940896511040286,1.2870341169852646,4.382652107662784,4727.175616955049,
Sobol,2.767349165009117,1.1453342159861435,5.3749291227300136,7128.279685265719,
Random best,1.8130990695806783,1.2616798222144245,4.190213454878099,4553.8946011430135,
Random average,1.9867851586998106,1.1625734277216797,4.33856674479598,5105.908459549858,

Sample size: 500


The dimension of the input space is: 30
Sf-sfd,1.2677620864493004,1.203170211696698,4.731179546825771,3609.194642943995,1372.4374549388885
SF-SFD average,1.2766806309574519,1.0795756032557187,4.675707218491989,3739.967297354548,
LHS,1.445068628039584,1.1445203669056538,5.006373590733236,4168.699109578858,
Sobol,2.0117619719676476,1.1453342159861435,6.127453655458676,5792.622361555015,
Random best,1.4760527778034689,1.1419093279183385,5.153936834969313,4259.703225135861,
Random average,1.5900260759091507,1.1436290862964973,5.027155298308455,4587.297566181603,
