Dimension: 30

Sample seed: 0

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 30
Sf-sfd,3.6744668832309495,1.1731440690003156,1.0877592728182248,4727.358351170553,191.0512135028839
SF-SFD average,3.746160597807516,1.087953698321651,1.170613796145429,4913.769502364471,
LHS,7.485873419754883,1.3887899520223264,1.3346510127406184,9140.805790646873,
Sobol,25.54997713477109,1.3191794324503396,1.8787313624843134,31671.80252845468,
Random best,6.64621598180946,1.1860457572161114,1.4545519506981923,8514.548387275177,
Random average,7.946792120156488,1.3421924398870235,1.430773128761224,9808.72158466712,

Sample size: 200


The dimension of the input space is: 30
Sf-sfd,2.370384847814144,1.169980851835179,2.3334853168820353,4307.838527335107,493.97611594200134
SF-SFD average,2.4084898169007007,1.0932665693680015,2.3011104431448937,4455.3457997836085,
LHS,3.8071852050473716,1.3014798528125842,2.6913602382304123,6702.094343662615,
Sobol,8.050363747914568,1.2144229074119424,3.323504401863025,14445.464516061958,
Random best,3.555127144429381,1.2702747007838815,2.749135653649296,6304.280714678444,
Random average,3.969782853096314,1.2460152956181754,2.6397270715748697,7080.213891689072,

Sample size: 300


The dimension of the input space is: 30
Sf-sfd,1.8856349324907509,1.1835452614053679,3.38416938883479,4179.568650106444,777.765951871872
SF-SFD average,1.9287256186818795,1.1131442570260197,3.2494698772398665,4346.426462541063,
LHS,2.493091159672657,1.321201908513926,3.4492585892650576,5348.174279347242,
Sobol,4.221087106170131,1.2144229074119424,4.390178257264976,9270.78533455378,
Random best,2.4425270586442647,1.2549665608003586,3.559194497770573,5322.076675378216,
Random average,2.6501180682844283,1.2012763738076346,3.5637774123983497,5846.611670143353,

Sample size: 400


The dimension of the input space is: 30
Sf-sfd,1.438541286918566,1.1280272379153569,3.912571682267938,3729.421813678942,1044.279226064682
SF-SFD average,1.4919016496309083,1.087105619865002,3.987833105756516,3903.590720578249,
LHS,1.8369251137764895,1.2439865756934627,4.1902609195645395,4633.101750077665,
Sobol,2.767349165009117,1.1453342159861435,5.3749291227300136,7128.279685265719,
Random best,1.8663862299628207,1.227919855165374,4.128949708283289,4725.761346531621,
Random average,1.9871530760967895,1.1683180360710121,4.336234399033634,5099.810127142784,

Sample size: 500


The dimension of the input space is: 30
Sf-sfd,1.2783776926894301,1.1451216678575868,4.704680946991936,3688.9921105028757,1769.6229617595673
SF-SFD average,1.306539730342936,1.0928969426717785,4.749573339936635,3815.4666897242264,
LHS,1.4938841994146426,1.2163130268801274,5.137661002309806,4237.2769063385895,
Sobol,2.0117619719676476,1.1453342159861435,6.127453655458676,5792.622361555015,
Random best,1.4492696407629193,1.1117807700951008,5.0426429038311165,4212.180503392801,
Random average,1.5941194497587547,1.1430156485950314,5.020116652939765,4600.084267358319,
