Dimension: 10

Sample seed: 7

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 10
Sf-sfd,0.050894079606911724,0.4829213343530441,2.227479638086728,13.332590774852207,61.681402921676636
SF-SFD average,0.06688615211366253,0.4076453604107607,2.142395370154403,18.035567678958014,
LHS,0.040462285206351645,0.3761264530232026,2.0827627599735594,11.038606206921575,
Sobol,0.02399215777984809,0.5112265046557152,2.6690477109637207,6.190680481952726,
Random best,0.050078987466155134,0.44667220686077724,2.34480181025029,13.280596359619254,
Random average,0.07140095652213102,0.4079258180016797,2.194682088146503,19.24829212933945,

Sample size: 200


The dimension of the input space is: 10
Sf-sfd,0.027000166800591252,0.3885153884959649,3.3176383122195903,10.342869719456669,122.92157554626465
SF-SFD average,0.034257028132197914,0.3532048577410537,3.381112024014915,13.285860735187821,
LHS,0.019745386986280256,0.34177746401445375,3.443814773326519,7.684227007955165,
Sobol,0.009976676208006463,0.3443265761099846,3.9288469801760257,3.8654349180136167,
Random best,0.025071047395118118,0.42303995547992934,3.471179003129486,9.473805442002169,
Random average,0.03488493599229546,0.3496199629866383,3.374986473225278,13.546396176466372,

Sample size: 300


The dimension of the input space is: 10
Sf-sfd,0.016799819588708242,0.3646568469962196,4.261328863015846,7.94027608040864,171.94529724121094
SF-SFD average,0.022508045318127345,0.3238186532517093,4.259522889800232,10.79332982975489,
LHS,0.01221909127012033,0.3257758537734456,4.305074416324285,5.853985456088528,
Sobol,0.0057707200335297415,0.3443265761099846,4.865532266044492,2.7374715421183766,
Random best,0.01791604491725396,0.31415123649897075,4.462843887857943,8.610437277497445,
Random average,0.023855073042530733,0.3225785129046869,4.301821415003703,11.440815866559806,

Sample size: 400


The dimension of the input space is: 10
Sf-sfd,0.013230287455718415,0.3699980973337058,4.993674089648214,7.204052644204314,237.67840266227722
SF-SFD average,0.016953921847968283,0.31377095521214804,5.069113957748979,9.414505080641392,
LHS,0.008444039221044086,0.27277302510206175,5.2446537761074445,4.751853311621734,
Sobol,0.0036581394522379185,0.3443265761099846,5.664594899508441,2.0032983682068672,
Random best,0.013481817362330784,0.3256302856294112,5.18989634048089,7.450154319370591,
Random average,0.01806631347645577,0.3017491389690226,5.086687460015986,10.074121676499354,

Sample size: 500


The dimension of the input space is: 10
Sf-sfd,0.010940929108501418,0.26561986602945914,5.832356293654818,6.901735381700805,333.27430391311646
SF-SFD average,0.013725512494616,0.2937426432903599,5.789398431200859,8.579314556144865,
LHS,0.007206992943311619,0.3188323983049798,5.79746488837238,4.463499123705178,
Sobol,0.00254276000924758,0.3443265761099846,6.35776326223809,1.5566704365047768,
Random best,0.01064828218088909,0.31687524531630673,5.801364363434181,6.599210121972276,
Random average,0.014372881877611312,0.2891653500987273,5.773236280094811,8.995251390632708,
