Dimension: 30

Sample seed: 6

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 30
Sf-sfd,3.843195313215153,1.1344333206574662,1.2464769647387661,4986.255703117533,193.55539464950562
SF-SFD average,3.942518442550227,1.0846569830387056,1.1873938268464024,5174.723312893527,
LHS,7.571224460702785,1.3963264913022566,1.1586382204454104,9233.421977375698,
Sobol,25.54997713477109,1.3191794324503396,1.8787313624843134,31671.80252845468,
Random best,6.7741612351872345,1.3836567240735114,1.4117914092838095,8279.998951945241,
Random average,7.94756145424576,1.3263598065347284,1.4155281549428569,9848.889580971081,

Sample size: 200


The dimension of the input space is: 30
Sf-sfd,2.5210385193765266,1.1733995116348204,2.264816281674045,4578.738851717817,390.78024411201477
SF-SFD average,2.598434764148544,1.1029033989956945,2.306913289313807,4796.239725126622,
LHS,3.7603771643328603,1.3330221954935195,2.7418093351678454,6568.904992780454,
Sobol,8.050363747914568,1.2144229074119424,3.323504401863025,14445.464516061958,
Random best,3.518265042047183,1.2296703094836494,2.637837166031782,6300.793031315844,
Random average,3.9787628839561724,1.2442502899900156,2.623526345705224,7099.931451357352,

Sample size: 300


The dimension of the input space is: 30
Sf-sfd,1.7528793715485147,1.1461454192683815,3.080337168926106,3921.461232996876,733.0368437767029
SF-SFD average,1.799193027357454,1.063005254623571,3.120954478563019,4102.059563825076,
LHS,2.5050779077251537,1.2951300427635983,3.491579112788739,5407.156718977807,
Sobol,4.221087106170131,1.2144229074119424,4.390178257264976,9270.78533455378,
Random best,2.4046857767605747,1.2551881236481024,3.5730034429355944,5239.20831572682,
Random average,2.649352157594136,1.1845793354710532,3.548984875872277,5868.2092292917105,

Sample size: 400


The dimension of the input space is: 30
Sf-sfd,1.5250531434135084,1.197985883810181,4.244827272784804,3887.9387343420294,921.7018241882324
SF-SFD average,1.5485004942954324,1.0897837116340132,4.003383411122802,4049.312732186045,
LHS,1.8485301343151885,1.1684942253791162,4.269537560428538,4744.885747278681,
Sobol,2.767349165009117,1.1453342159861435,5.3749291227300136,7128.279685265719,
Random best,1.8714652485341663,1.232995991192498,4.424451773852751,4730.613801151246,
Random average,1.9874143181589778,1.16589630401789,4.331257233943135,5103.605634029764,

Sample size: 500


The dimension of the input space is: 30
Sf-sfd,1.248070511648164,1.1506165877971841,4.621789469924903,3597.4145627064363,1217.6619503498077
SF-SFD average,1.2733667527326817,1.0735922698965512,4.69457278008998,3735.377822616191,
LHS,1.518082211953109,1.2072143880917507,4.986624242063922,4316.086319294989,
Sobol,2.0117619719676476,1.1453342159861435,6.127453655458676,5792.622361555015,
Random best,1.4891517208294491,1.2345620582665922,4.906603826638476,4207.223129019828,
Random average,1.5927375556865977,1.1472679484601906,5.0277511802256205,4591.213805604861,
