Dimension: 15

Sample seed: 4

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 15
Sf-sfd,0.19665193008665582,0.6879855825022594,1.7630418260814058,92.8461371427983,84.2528007030487
SF-SFD average,0.22665087115155583,0.652854090627258,1.8355638238377172,108.14679836161916,
LHS,0.18150543465163915,0.7258341278253898,1.9899631975002907,84.54698691517177,
Sobol,0.16445867365120526,0.8442923604082593,2.31546507968257,73.56085493683923,
Random best,0.20143411494161834,0.7835648858142289,2.0854900039619144,92.04931079184664,
Random average,0.2525908525985656,0.6766774557710896,1.9176110128343573,119.58001819356532,

Sample size: 200


The dimension of the input space is: 15
Sf-sfd,0.10010551798926715,0.5987888799015765,3.1537861207861573,68.4957415411114,214.07917857170105
SF-SFD average,0.11828839464891146,0.6067182938551398,3.1026115187073513,80.75635829673706,
LHS,0.08697761850538743,0.6875429329641796,2.9199271535552094,57.96472924643069,
Sobol,0.06594801569633324,0.7276013238879088,3.814931797358358,43.211571343359985,
Random best,0.10756507427792039,0.684441551468575,3.0977291189399683,71.69369447665385,
Random average,0.12629975880792588,0.6095355293771734,3.1470963870245736,86.16503322376995,

Sample size: 300


The dimension of the input space is: 15
Sf-sfd,0.07060699014066119,0.5900010633914087,4.0751147108698635,59.279177993309204,285.3794174194336
SF-SFD average,0.07936360063595808,0.557716357140216,3.978290273926804,67.30807852867571,
LHS,0.05756828025190108,0.5100991675767295,4.134196338406189,49.49721398933619,
Sobol,0.03954833890970866,0.5866889712399658,4.709186516459299,33.154501642785526,
Random best,0.07039452050442829,0.6150719153321224,4.245817369205695,58.610317398118305,
Random average,0.08297426867912526,0.5736123946902137,4.069943138471019,70.01740518120822,

Sample size: 400


The dimension of the input space is: 15
Sf-sfd,0.05248918819797188,0.552350050932839,4.621290621612742,51.48372510132271,367.0905339717865
SF-SFD average,0.060243558239825974,0.5419535201211226,4.767149005739717,59.23870637400529,
LHS,0.04432746053474235,0.4695505852411038,4.772977711078119,44.539581599599686,
Sobol,0.027627598824668365,0.5866889712399658,5.631197968044668,26.72645667768653,
Random best,0.053353785533575504,0.572489500766034,4.890127852260725,51.967030839937465,
Random average,0.06245377197385601,0.5431209618987379,4.850916285411479,61.38616285985853,

Sample size: 500


The dimension of the input space is: 15
Sf-sfd,0.0421828000539235,0.5429845496877096,5.405123519777761,46.35537483877714,406.7387902736664
SF-SFD average,0.048671118592001884,0.5266781678242378,5.519280598078796,53.7319270085187,
LHS,0.03631986626574957,0.49583131143989945,5.563278900062428,40.458267665069194,
Sobol,0.020737810381625366,0.5866889712399658,6.280348323958174,22.430380053544443,
Random best,0.04102324493772613,0.48284704744114876,5.3223530330774915,45.90676607377837,
Random average,0.04947348295479893,0.5254602030952598,5.537834778695393,54.640847910219634,
