Dimension: 30

Sample seed: 1

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 30
Sf-sfd,3.71533734453471,1.1938848196122434,1.3385021695862633,4752.915762109171,202.4126012325287
SF-SFD average,3.816203352159322,1.1041504126605224,1.2072279584419423,4986.459081148055,
LHS,7.608883175521038,1.3629092943147023,1.574574400065253,9342.312972451804,
Sobol,25.54997713477109,1.3191794324503396,1.8787313624843134,31671.80252845468,
Random best,6.649880955424075,1.4044246011634,1.1705491080766228,8093.389756892443,
Random average,8.066731261427487,1.3129715414956757,1.4073138944702137,10030.359657158302,

Sample size: 200


The dimension of the input space is: 30
Sf-sfd,2.4078715279624845,1.1694541790835742,2.274100933887017,4377.116299557072,392.7694652080536
SF-SFD average,2.4590070104951613,1.0883485545512543,2.2952176268401976,4554.114744792501,
LHS,3.7388420701683494,1.3084847894595697,2.6540102146196376,6571.325435970146,
Sobol,8.050363747914568,1.2144229074119424,3.323504401863025,14445.464516061958,
Random best,3.5744761831442204,1.2817603114621696,2.683821200288307,6322.266403078571,
Random average,3.9674335822713305,1.2280334978026852,2.6274511336156494,7107.660799495704,

Sample size: 300


The dimension of the input space is: 30
Sf-sfd,1.9171139499537428,1.2205609707463143,3.396243515949351,4212.610865852302,833.133816242218
SF-SFD average,1.9660529705267473,1.1240323398032337,3.301519767393596,4418.9307314550915,
LHS,2.4874544282655293,1.2005221675109046,3.6043059941900912,5489.37843325978,
Sobol,4.221087106170131,1.2144229074119424,4.390178257264976,9270.78533455378,
Random best,2.3895097885859986,1.2709632536636417,3.570649453049081,5186.715173176733,
Random average,2.6471864407595986,1.1989309877878656,3.560647919799237,5844.3968715573565,

Sample size: 400


The dimension of the input space is: 30
Sf-sfd,1.487517447596149,1.1801488016268997,4.065938261044485,3809.196621954651,986.8253660202026
SF-SFD average,1.54035941460204,1.112971362551885,4.063900336078147,4006.136482551617,
LHS,1.899770994333453,1.216378735864431,4.340134807655129,4821.648142366728,
Sobol,2.767349165009117,1.1453342159861435,5.3749291227300136,7128.279685265719,
Random best,1.881270893645425,1.2313776515674884,4.423542721974168,4757.22062424791,
Random average,1.987313793541472,1.1620038996069935,4.3345715712576665,5107.958084624938,

Sample size: 500


The dimension of the input space is: 30
Sf-sfd,1.205389119132935,1.1408597331531278,4.729216768844147,3481.66404301575,1181.1470713615417
SF-SFD average,1.2263398214978651,1.0778391821149753,4.636888550977902,3594.1021311558375,
LHS,1.5168310013502584,1.1271536033913034,5.156961460889831,4392.263014350749,
Sobol,2.0117619719676476,1.1453342159861435,6.127453655458676,5792.622361555015,
Random best,1.4450137662994411,1.181990627465324,5.041934347894146,4132.269603458933,
Random average,1.5952135661544165,1.1445480113058704,5.013984694380095,4601.763655550943,
