Dimension: 25

Sample seed: 2

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 25
Sf-sfd,1.5627192140971369,1.0537908751724059,1.284484906373721,1533.7830224248771,117.23858046531677
SF-SFD average,1.617492100350312,0.9781878045273892,1.3389994553911517,1617.6619487038693,
LHS,2.3544715130548717,1.2005182257830913,1.4978343887209717,2223.0436161024563,
Sobol,4.477601097564865,1.082982715697716,1.9239319053270885,4350.966687269746,
Random best,2.2565687358219844,1.1328679207328995,1.5471945964055123,2168.110821566046,
Random average,2.6111756205591057,1.121447341526615,1.5567529267970337,2515.4748346696497,

Sample size: 200


The dimension of the input space is: 25
Sf-sfd,0.9844180741850304,1.0391333880151155,2.6880736603506126,1368.0760381746377,308.8962514400482
SF-SFD average,1.015454282635608,0.9770671136996517,2.5740228736232558,1433.8624909902433,
LHS,1.1237639321327393,0.9896868455157923,2.8243498958955913,1580.6113756658394,
Sobol,1.5756947512592845,1.082982715697716,3.3842006976787613,2161.252495437795,
Random best,1.1422523112448886,1.1128466560264294,2.7042825607246925,1557.8085949351062,
Random average,1.302856146589551,1.0476929892555664,2.7730166181252316,1805.8827660284069,

Sample size: 300


The dimension of the input space is: 25
Sf-sfd,0.6832727970540651,1.0256039232600926,3.4360706728477517,1166.556892426856,495.55363750457764
SF-SFD average,0.7060082250458329,0.9410098727042265,3.47987413921554,1230.88163639568,
LHS,0.7665312299638654,1.0206160973806726,3.840654667369632,1309.1129534745307,
Sobol,0.8857802362613008,1.082982715697716,4.397848676355794,1487.1291649464479,
Random best,0.8016229669126531,1.0846524968935896,3.737231985737104,1347.3379335460563,
Random average,0.8711667794313352,1.0078173078294734,3.7068547400793865,1493.0039357309993,

Sample size: 400


The dimension of the input space is: 25
Sf-sfd,0.5372204161664103,1.0472441685742664,4.3132374777026135,1052.5914017115924,804.0449450016022
SF-SFD average,0.5575580858422241,0.9450848865359744,4.307522205161703,1120.6392032271453,
LHS,0.5763568064233562,0.9034646631937797,4.466052413042648,1169.988367446647,
Sobol,0.6033066477647218,1.082982715697716,5.380177711712297,1168.8670489421609,
Random best,0.5847577052829269,0.9974055063326088,4.315315421577362,1160.1737828920402,
Random average,0.6501132750264818,0.9802890562796087,4.480531660532132,1294.9869939533353,

Sample size: 500


The dimension of the input space is: 25
Sf-sfd,0.43973970152762654,0.9449580680222202,5.098497803462834,987.7269286905523,1003.5471165180206
SF-SFD average,0.4588173417475441,0.9177624265069282,4.922040386256708,1037.8391203011797,
LHS,0.44731163864024115,0.9856719768354267,5.120000258959873,994.6082648317702,
Sobol,0.4514388018751747,1.0089190418743421,6.134293322403593,996.1446887829223,
Random best,0.4775869737430396,0.9974055063326088,4.904348259485701,1059.2345260574875,
Random average,0.5212638223088486,0.9564402142214056,5.180059978203006,1167.4652143470487,
