Dimension: 5

Sample seed: 6

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 5
Sf-sfd,0.007693001933044563,0.0,0.0,0.007693001933044563,41.520103216171265
SF-SFD average,0.013694094189395458,0.0,0.0,0.013694094189395458,
LHS,0.003526810513948986,0.09982405686898042,2.718343001788228,0.35622603316442264,
Sobol,0.0017136747534114427,0.20085875206535064,2.804264684766012,0.16460393682354937,
Random best,0.008260775127587605,0.110658641953415,2.582226033373987,0.8325389213830651,
Random average,0.016054825249078756,0.1279239006882422,2.479743750841455,1.608771692528765,

Sample size: 200


The dimension of the input space is: 5
Sf-sfd,0.00426903333575579,0.0,0.0,0.00426903333575579,76.83431386947632
SF-SFD average,0.007136004219317145,0.0,0.0,0.007136004219317145,
LHS,0.001647100046681338,0.1351638201340591,3.938141762989027,0.23105964044615404,
Sobol,0.0006098875183773167,0.1797299542238647,4.016895690759145,0.08364299975304491,
Random best,0.004368608217975245,0.12141668276907465,3.661781982792126,0.6194032691916109,
Random average,0.007875293775945494,0.09727467399793645,3.6883800340264146,1.1301867304147533,

Sample size: 300


The dimension of the input space is: 5
Sf-sfd,0.0029879258283838084,0.0,0.0,0.0029879258283838084,116.60406160354614
SF-SFD average,0.004667151288273637,0.0,0.0,0.004667151288273637,
LHS,0.0011944973905568812,0.09593321241076425,4.765682210307051,0.2092065487759358,
Sobol,0.00028543108358913827,0.14101778911081794,4.9348706287218365,0.048836649547471155,
Random best,0.0031749043289377443,0.09990606268731139,4.630057956673792,0.5559463690387798,
Random average,0.005300963363656046,0.07853873131862024,4.621579948006747,0.9377699885828883,

Sample size: 400


The dimension of the input space is: 5
Sf-sfd,0.00196953670945188,0.0,0.0,0.00196953670945188,169.23982763290405
SF-SFD average,0.0036178409967294323,0.0,0.0,0.0036178409967294323,
LHS,0.0010043086544218038,0.06483760112521339,5.274612468972579,0.20655680252861255,
Sobol,0.00016317544690203079,0.10635119835985923,5.744176664378698,0.03275554688059073,
Random best,0.0019644626376127405,0.06478795109766589,5.363112158711962,0.40366403827524727,
Random average,0.003924503003252358,0.06964184871214296,5.407662995893957,0.8043620148501393,

Sample size: 500


The dimension of the input space is: 5
Sf-sfd,0.001787554068860553,0.0,0.0,0.001787554068860553,228.5081980228424
SF-SFD average,0.002912933243663338,0.0,0.0,0.002912933243663338,
LHS,0.0007470878662843017,0.050057629316854355,6.172644789039895,0.17251000057094698,
Sobol,9.76033240345231e-05,0.10635119835985923,6.429522869361541,0.02190379752110318,
Random best,0.0014223889201696593,0.052578022395724226,5.981201333619861,0.3286596095776056,
Random average,0.0032019085462269815,0.06463195678000293,6.072014619319433,0.7352280019343351,
