Dimension: 10

Sample seed: 0

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 10
Sf-sfd,0.05029924443103262,0.0,0.0,0.05029924443103262,133.18445229530334
SF-SFD average,0.06718156535526569,0.0,0.0,0.06718156535526569,
LHS,0.03640169879851074,0.32669854276934407,2.3469913965941918,10.079733484989545,
Sobol,0.02399215777984809,0.5112265046557152,2.669047710963721,6.190680481952726,
Random best,0.05259727915409407,0.36026719827545783,2.337807636189876,14.393270936249168,
Random average,0.07093046546714259,0.40739595732754735,2.157836226592866,19.108010731293906,

Sample size: 200


The dimension of the input space is: 10
Sf-sfd,0.02580298440413209,0.0,0.0,0.02580298440413209,219.68198370933533
SF-SFD average,0.0339264081444991,0.0,0.0,0.0339264081444991,
LHS,0.01838850818760962,0.39260578325628237,3.4812300019993208,7.025309111153576,
Sobol,0.009976676208006463,0.3443265761099846,3.9288469801760253,3.8654349180136167,
Random best,0.026384014826530855,0.39547658554382364,3.410083461465121,10.074729144321532,
Random average,0.03498428935844758,0.3499897613926506,3.380718906495655,13.582347240277718,

Sample size: 300


The dimension of the input space is: 10
Sf-sfd,0.01699290174390411,0.0,0.0,0.01699290174390411,426.1262996196747
SF-SFD average,0.021999748138093998,0.0,0.0,0.021999748138093998,
LHS,0.012220600295583584,0.3852397313938022,4.385705011943472,5.729235062031934,
Sobol,0.0057707200335297415,0.3443265761099846,4.865532266044493,2.7374715421183766,
Random best,0.017840756074994246,0.3465466195042907,4.2645201646612385,8.486690318089716,
Random average,0.023233181842689788,0.318838205393855,4.312312065359565,11.161292841767656,

Sample size: 400


The dimension of the input space is: 10
Sf-sfd,0.013355988913134276,0.0,0.0,0.013355988913134276,484.14956545829773
SF-SFD average,0.01694417039296552,0.0,0.0,0.01694417039296552,
LHS,0.00941530317657735,0.3530671774216882,5.048748473056953,5.156376458394834,
Sobol,0.0036581394522379185,0.3443265761099846,5.664594899508439,2.0032983682068672,
Random best,0.012478564271764636,0.33126620881142005,5.207252341694885,6.881435283379636,
Random average,0.017250532024768953,0.2985940190219401,5.090748215067894,9.631627218044974,

Sample size: 500


The dimension of the input space is: 10
Sf-sfd,0.010994301555423469,0.0,0.0,0.010994301555423469,588.128288269043
SF-SFD average,0.013698693607841587,0.0,0.0,0.013698693607841587,
LHS,0.006545925126419938,0.2881113715833345,5.861131702865381,4.096683798402619,
Sobol,0.00254276000924758,0.3443265761099846,6.357763262238089,1.5566704365047768,
Random best,0.010548728626160297,0.26609396068084656,5.890330877699228,6.651467949200101,
Random average,0.013827102051191163,0.2828680802434732,5.7780624585601785,8.675751836201263,
