Dimension: 10

Sample seed: 1

method,discrepancy,maximin,eigen_value,cumulative,time_to_sol

Sample size: 100


The dimension of the input space is: 10
Sf-sfd,0.05154916337817461,0.0,0.0,0.05154916337817461,122.70218324661255
SF-SFD average,0.06607931956591638,0.0,0.0,0.06607931956591638,
LHS,0.04058409954028663,0.44683843031713427,2.175679917050626,10.78059771884372,
Sobol,0.02399215777984809,0.5112265046557152,2.669047710963721,6.190680481952726,
Random best,0.050485379646567186,0.4668900789830249,2.2405938378661836,13.302871754667132,
Random average,0.07171169106089736,0.4112165046749378,2.165545072729854,19.315582441710866,

Sample size: 200


The dimension of the input space is: 10
Sf-sfd,0.023788605384999162,0.0,0.0,0.023788605384999162,229.00540614128113
SF-SFD average,0.03397716431969155,0.0,0.0,0.03397716431969155,
LHS,0.01917249955942113,0.3693146415512285,3.2906669041784493,7.396633512819428,
Sobol,0.009976676208006463,0.3443265761099846,3.9288469801760253,3.8654349180136167,
Random best,0.028354776765382006,0.34013524249322535,3.282754994093832,11.054019159288178,
Random average,0.03592977655331056,0.3509966490511705,3.378797939013308,13.941986329646149,

Sample size: 300


The dimension of the input space is: 10
Sf-sfd,0.018415864930841686,0.0,0.0,0.018415864930841686,367.55870294570923
SF-SFD average,0.022854056097418862,0.0,0.0,0.022854056097418862,
LHS,0.012641246769807157,0.36061541266370317,4.180713473403377,5.9862521523337024,
Sobol,0.0057707200335297415,0.3443265761099846,4.865532266044493,2.7374715421183766,
Random best,0.017987595667948053,0.4036910707839337,4.403587256326413,8.37598753121219,
Random average,0.02332009242593569,0.32764459245490873,4.305977687268557,11.168254548018007,

Sample size: 400


The dimension of the input space is: 10
Sf-sfd,0.012676101679276908,0.0,0.0,0.012676101679276908,495.4337341785431
SF-SFD average,0.016648588330381728,0.0,0.0,0.016648588330381728,
LHS,0.0091522409884357,0.31132791394043724,5.102119710084774,5.085388362447113,
Sobol,0.0036581394522379185,0.3443265761099846,5.664594899508439,2.0032983682068672,
Random best,0.013274317423787263,0.2948551351798678,5.188869594144234,7.41511101517471,
Random average,0.017351863100286354,0.30566605417380927,5.089314992894142,9.659220231979509,

Sample size: 500


The dimension of the input space is: 10
Sf-sfd,0.010641893185314721,0.0,0.0,0.010641893185314721,702.6786277294159
SF-SFD average,0.013526375839904447,0.0,0.0,0.013526375839904447,
LHS,0.007728904336055109,0.33063243162952016,5.847398627539045,4.765776614399867,
Sobol,0.00254276000924758,0.3443265761099846,6.357763262238089,1.5566704365047768,
Random best,0.009769091446775402,0.29171079528808685,5.865007333874825,6.106096057628534,
Random average,0.013952027111391763,0.29155119496703663,5.760208866468323,8.72596943371047,
